OBJECTID,Class_Name,FLAB,FLAC,FLAL,FLBA,FLBC,FLBI,FLCB,FLCE,FLCK,FLCO,FLCR,FLDB,FLDC,FLDT,FLFD,FLFG,FLFL,FLFM,FLFP,FLJA,FLJD,FLKD,FLKL,FLKW,FLLK,FLLO,FLMI,FLMT,FLNA,FLNP,FLNR,FLPE,FLPI,FLPR,FLPS,FLSA,FLSB,FLSC,FLSM,FLSP,FLSR,FLST,FLTA,FLTT,FLVE,FLWP
240,Evergreen Forest to Palustrine Scrub/Shrub Wetland,0,0,0,0,14,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0
241,Evergreen Forest to Palustrine Emergent Wetland,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
242,Evergreen Forest to Estuarine Forested Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,Evergreen Forest to Estuarine Scrub/Shrub Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Evergreen Forest to Estuarine Emergent Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,Evergreen Forest to Unconsolidated Shore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,Evergreen Forest to Bare Land,54,3,0,0,33,0,42,0,0,0,213,0,3,0,0,11,0,0,0,333,0,0,0,0,0,0,0,274,0,0,0,24,434,0,5,63,1,0,7,0,0,8,0,0,0,0
247,Evergreen Forest to Water,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,29,0,0,0,48,0,0,0,0,0,0,0,34,0,0,0,0,73,0,0,16,0,0,0,0,0,1,0,0,0,4
248,Evergreen Forest to Palustrine Aquatic Bed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,Evergreen Forest to Estuarine Aquatic Bed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,Evergreen Forest to Tundra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,Evergreen Forest to Snow/Ice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,Mixed Forest to Unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,Mixed Forest to High Intensity Developed,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,19,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0
254,Mixed Forest to Medium Intensity Developed,0,0,0,0,6,0,4,0,0,0,0,2,0,0,0,16,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,11,0,0,0,0,0,0,0,0,0,0
255,Mixed Forest to Low Intensity Developed,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,14,0,0,0,49,0,0,0,0,0,0,0,10,0,0,0,8,9,0,0,38,0,0,41,0,0,0,0,0,0,0
256,Mixed Forest to Developed Open Space,0,0,0,0,22,0,42,0,0,0,0,1,0,0,0,4,0,0,0,17,0,0,0,0,0,0,0,2,0,0,0,32,1,0,0,12,0,0,15,0,0,0,0,0,0,0
257,Mixed Forest to Cultivated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,Mixed Forest to Pasture/Hay,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,Mixed Forest to Grassland,0,6,0,0,3,0,4,0,0,0,0,2,0,0,0,50,0,0,0,5,0,0,0,0,0,0,0,33,0,0,0,16,1,0,0,25,0,0,337,0,0,0,0,0,0,0
260,Mixed Forest to Deciduous Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,Mixed Forest to Evergreen Forest,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0
262,Mixed Forest to Mixed Forest,3359,375,644,360,467,6,507,4,61,1519,2503,626,146,0,18,1239,200,165,921,2776,486,826,0,12,13,2144,790,3083,105,1922,2252,648,910,774,196,3199,2245,0,43241,585,791,880,2153,21,557,21
263,Mixed Forest to Scrub/Shrub,0,1,0,0,6,0,6,0,0,0,0,2,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,16,0,0,0,38,0,0,0,18,0,0,167,0,0,0,0,0,0,0
264,Mixed Forest to Palustrine Forested Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,Mixed Forest to Palustrine Scrub/Shrub Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,Mixed Forest to Palustrine Emergent Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,Mixed Forest to Estuarine Forested Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,Mixed Forest to Estuarine Scrub/Shrub Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,Mixed Forest to Estuarine Emergent Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,Mixed Forest to Unconsolidated Shore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,Mixed Forest to Bare Land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,12,0,0,0,4,0,0,1,0,0,0,17,0,0,0,0,0,0,0
272,Mixed Forest to Water,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,Mixed Forest to Palustrine Aquatic Bed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,Mixed Forest to Estuarine Aquatic Bed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,Mixed Forest to Tundra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,Mixed Forest to Snow/Ice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,Scrub/Shrub to Unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,Scrub/Shrub to High Intensity Developed,63,4,57,34,33,0,37,0,0,1,5,16,8,0,0,45,65,20,19,42,0,42,0,0,0,0,0,21,6,81,34,21,19,2,1,49,1,0,0,20,5,7,49,0,0,72
279,Scrub/Shrub to Medium Intensity Developed,260,1,377,85,110,0,85,0,0,55,15,129,2,0,0,266,128,54,34,405,9,99,0,0,0,0,3,85,11,65,245,52,144,6,17,410,9,0,11,41,18,15,74,1,2,101
280,Scrub/Shrub to Low Intensity Developed,202,0,371,131,220,0,88,0,0,127,41,286,6,0,0,296,175,83,43,398,2,121,0,0,0,0,0,208,14,57,231,61,218,5,33,615,18,0,35,61,28,31,81,5,1,40
281,Scrub/Shrub to Developed Open Space,12911,8,716,214,511,1,312,2,14,63,5167,607,80,0,1,402,751,660,1581,736,543,217,1,16,16,0,0,254,911,563,2150,119,996,678,11,813,1008,27,46,161,219,1354,912,110,77,835
282,Scrub/Shrub to Cultivated,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
283,Scrub/Shrub to Pasture/Hay,0,0,0,0,36,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,21,0,0,0,0,0,0,0,0,0,0,0
284,Scrub/Shrub to Grassland,60,61,460,11,248,0,496,0,261,29,82,152,6,0,0,705,25,7,240,177,14,9,0,0,8,0,0,381,0,16,31,66,103,13,235,497,118,1,625,3,34,45,78,6,2,16
285,Scrub/Shrub to Deciduous Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
286,Scrub/Shrub to Evergreen Forest,7,99,2,0,198,0,19,0,541,0,3,1120,0,0,0,4400,0,0,2,242,0,0,0,0,0,0,0,9899,0,1,7,1,373,0,3,2737,0,0,1427,0,0,1,0,0,0,0
287,Scrub/Shrub to Mixed Forest,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
288,Scrub/Shrub to Scrub/Shrub,23711,4943,24480,3627,21933,110,14345,27,14813,5080,25635,44133,1533,2,484,31645,2019,2656,7337,14896,6868,4220,11,70,170,15534,9536,40441,1174,8211,29989,1428,28706,9446,16085,24380,18725,161,21163,3609,8847,2929,6631,1558,27093,1056
289,Scrub/Shrub to Palustrine Forested Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
290,Scrub/Shrub to Palustrine Scrub/Shrub Wetland,0,0,0,0,25,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
291,Scrub/Shrub to Palustrine Emergent Wetland,0,0,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,Scrub/Shrub to Estuarine Forested Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,Scrub/Shrub to Estuarine Scrub/Shrub Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,Scrub/Shrub to Estuarine Emergent Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,Scrub/Shrub to Unconsolidated Shore,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,Scrub/Shrub to Bare Land,165,12,12,0,138,0,26,0,0,6,173,2,2,0,0,34,32,5,2,165,5,0,0,0,0,0,0,56,0,0,228,2,89,0,42,77,38,0,41,11,1,6,64,7,1,10
297,Scrub/Shrub to Water,0,0,208,2,16,0,1,0,0,25,0,0,0,0,0,0,27,0,1,25,1,38,0,0,0,0,0,0,0,0,8,0,22,0,0,36,3,0,1,0,3,4,3,4,0,14
298,Scrub/Shrub to Palustrine Aquatic Bed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,Scrub/Shrub to Estuarine Aquatic Bed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,Scrub/Shrub to Tundra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,Scrub/Shrub to Snow/Ice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,Palustrine Forested Wetland to Unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,Palustrine Forested Wetland to High Intensity Developed,111,0,164,198,41,1,8,0,0,311,17,4,50,0,0,20,238,263,326,100,96,149,0,0,0,0,2,0,344,191,175,36,4,112,5,64,4,0,0,346,185,374,278,28,243,336
304,Palustrine Forested Wetland to Medium Intensity Developed,427,0,884,1066,331,0,29,0,0,956,122,9,35,0,0,54,646,624,552,289,122,275,0,6,0,0,19,14,1370,383,586,194,32,287,39,371,98,0,0,381,541,565,513,150,877,1188
305,Palustrine Forested Wetland to Low Intensity Developed,635,0,796,990,442,0,45,0,0,836,112,46,49,0,0,37,725,776,865,303,196,298,0,1,0,0,2,44,1755,403,686,235,35,267,79,500,1146,2,0,265,655,943,377,241,862,1472
306,Palustrine Forested Wetland to Developed Open Space,389,0,670,457,373,0,116,0,0,394,103,0,76,0,0,12,633,556,816,86,355,275,0,0,0,0,1,12,560,49,185,197,7,252,98,171,171,5,0,74,458,1462,129,111,446,3593
307,Palustrine Forested Wetland to Cultivated,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,Palustrine Forested Wetland to Pasture/Hay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
309,Palustrine Forested Wetland to Grassland,0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,Palustrine Forested Wetland to Deciduous Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,Palustrine Forested Wetland to Evergreen Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,Palustrine Forested Wetland to Mixed Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
313,Palustrine Forested Wetland to Scrub/Shrub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,Palustrine Forested Wetland to Palustrine Forested Wetland,61905,63957,79817,62793,56381,6982,9694,152,74491,43624,114665,40518,5270,35,760,79354,34982,22111,73602,33345,118722,16779,3437,1097,12317,26047,64779,55487,97310,54805,83090,13401,51649,42520,130075,61415,129254,11424,78652,12451,41064,77029,64205,49803,54306,43683
315,Palustrine Forested Wetland to Palustrine Scrub/Shrub Wetland,27,41,236,39,1655,6,108,0,102,67,35,12,0,0,0,110,11,28,24,36,1004,0,0,0,0,6,26,204,2,21,27,508,48,209,2625,72,259,5,549,3,36,79,51,9,108,27
316,Palustrine Forested Wetland to Palustrine Emergent Wetland,140,36,465,99,251,51,14,0,145,166,91,57,16,0,7,382,269,205,398,312,655,57,0,0,0,4582,85,176,229,118,91,10,258,161,812,454,1160,20,380,18,119,833,40,74,287,591
317,Palustrine Forested Wetland to Estuarine Forested Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,Palustrine Forested Wetland to Estuarine Scrub/Shrub Wetland,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,Palustrine Forested Wetland to Estuarine Emergent Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,Palustrine Forested Wetland to Unconsolidated Shore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,Palustrine Forested Wetland to Bare Land,360,0,48,0,0,0,3,0,0,290,174,0,1,0,0,0,39,187,77,1,133,56,0,0,0,0,0,0,427,1,547,44,2,96,2,92,521,0,0,10,39,1100,59,174,483,83
322,Palustrine Forested Wetland to Water,1,0,128,29,0,2,0,0,0,148,0,0,2,1,1,0,34,32,28,1,10,62,0,0,0,20,5,0,116,68,12,0,0,55,0,0,6,0,0,36,37,116,3,26,143,165
323,Palustrine Forested Wetland to Palustrine Aquatic Bed,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
324,Palustrine Forested Wetland to Estuarine Aquatic Bed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
325,Palustrine Forested Wetland to Tundra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,Palustrine Forested Wetland to Snow/Ice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,Palustrine Scrub/Shrub Wetland to Unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,Palustrine Scrub/Shrub Wetland to High Intensity Developed,17,0,123,78,5,0,0,0,0,111,13,9,8,0,0,16,99,18,98,8,6,18,0,0,0,0,0,1,66,56,59,2,8,172,11,22,6,0,0,46,97,56,29,7,72,43
329,Palustrine Scrub/Shrub Wetland to Medium Intensity Developed,101,0,752,467,42,2,1,0,0,442,21,86,78,0,0,131,345,107,149,46,111,70,0,0,0,0,31,24,360,109,170,6,29,247,94,195,5,0,0,40,307,171,145,115,337,400
330,Palustrine Scrub/Shrub Wetland to Low Intensity Developed,269,0,804,540,70,0,2,0,0,543,22,194,7,0,0,152,373,150,350,43,82,72,0,0,0,0,1,40,441,86,210,16,59,328,174,226,42,4,1,55,490,326,106,167,388,580
331,Palustrine Scrub/Shrub Wetland to Developed Open Space,165,0,715,483,68,0,11,0,0,481,9,125,15,0,0,143,223,125,296,101,59,72,0,0,0,0,1,23,300,90,199,19,77,204,61,190,14,1,0,66,291,197,127,67,238,416
332,Palustrine Scrub/Shrub Wetland to Cultivated,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,Palustrine Scrub/Shrub Wetland to Pasture/Hay,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
334,Palustrine Scrub/Shrub Wetland to Grassland,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,Palustrine Scrub/Shrub Wetland to Deciduous Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,Palustrine Scrub/Shrub Wetland to Evergreen Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,Palustrine Scrub/Shrub Wetland to Mixed Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,Palustrine Scrub/Shrub Wetland to Scrub/Shrub,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,Palustrine Scrub/Shrub Wetland to Palustrine Forested Wetland,21,35,463,213,182,0,28,0,55,207,29,259,2,14,4,1951,26,19,96,19,51,0,0,0,107,1,0,2241,81,54,55,55,608,139,972,249,90,1,444,22,24,112,59,101,305,134
340,Palustrine Scrub/Shrub Wetland to Palustrine Scrub/Shrub Wetland,5300,8557,25782,12641,10779,879,1251,16,6644,16889,6056,60683,2720,40,390,35520,9018,3268,16988,4338,26991,4469,234,562,2553,18320,17823,12049,9381,7964,10279,7113,12446,20049,33994,4954,51419,1721,18242,3365,11784,13706,6330,12583,23524,8136
341,Palustrine Scrub/Shrub Wetland to Palustrine Emergent Wetland,83,9,183,86,204,1,4,0,7,136,32,1864,3,0,5,641,148,10,58,87,90,34,0,0,0,1920,21,152,56,85,34,1,86,125,211,197,2166,0,163,11,23,87,24,69,176,187
342,Palustrine Scrub/Shrub Wetland to Estuarine Forested Wetland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,Palustrine Scrub/Shrub Wetland to Estuarine Scrub/Shrub Wetland,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,Palustrine Scrub/Shrub Wetland to Estuarine Emergent Wetland,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,Palustrine Scrub/Shrub Wetland to Unconsolidated Shore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
346,Palustrine Scrub/Shrub Wetland to Bare Land,91,0,114,8,0,0,3,0,0,96,118,0,141,0,0,0,54,414,122,0,161,5,0,0,0,0,0,0,17,7,52,8,3,82,6,18,199,0,0,8,66,181,12,270,298,26
347,Palustrine Scrub/Shrub Wetland to Water,1,0,254,73,0,2,0,0,0,81,0,0,0,0,0,0,32,22,43,19,49,1,0,0,0,18,0,0,43,5,16,0,0,119,0,0,22,1,3,3,16,18,22,69,51,78
348,Palustrine Scrub/Shrub Wetland to Palustrine Aquatic Bed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,Palustrine Scrub/Shrub Wetland to Estuarine Aquatic Bed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,Palustrine Scrub/Shrub Wetland to Tundra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351,Palustrine Scrub/Shrub Wetland to Snow/Ice,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,Palustrine Emergent Wetland to Unclassified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,Palustrine Emergent Wetland to High Intensity Developed,15,0,86,24,0,7,2,0,0,40,0,16,12,0,0,13,49,26,57,15,3,29,0,0,0,0,5,9,21,22,16,4,9,47,0,11,0,0,0,37,32,46,20,11,13,53
354,Palustrine Emergent Wetland to Medium Intensity Developed,38,0,435,176,3,6,18,0,0,143,21,70,24,0,0,101,172,77,74,46,21,51,0,0,0,0,40,14,128,57,39,14,19,69,0,40,14,0,0,28,161,55,55,104,58,335
355,Palustrine Emergent Wetland to Low Intensity Developed,58,0,346,216,4,0,23,0,0,168,4,138,19,0,0,65,299,126,105,69,44,80,0,0,0,0,5,16,193,53,85,20,42,78,14,73,1,0,0,24,176,87,53,182,89,544
